"","logFC","logCPM","LR","PValue","FDR","change"
"PYCR1|5831",3.81853010411096,7.19820149577684,511.182571287103,3.5068855494171e-113,7.6259972628228e-111,"Up"
"C16orf59|80178",3.90000089788013,2.59118295828268,391.280282857407,4.3567163975814e-87,4.4176614752779e-85,"Up"
"ETV4|2118",4.10919208580052,5.59863752927014,354.934162328013,3.57007221264859e-79,3.05384992256372e-77,"Up"
"ALDH18A1|5832",1.67706100634438,6.81166398016355,347.325217236143,1.62038325085243e-77,1.32336186853554e-75,"Up"
"IQGAP3|128239",3.97676094945913,4.86009481887989,331.061405952908,5.64433566204597e-74,4.11576567628599e-72,"Up"
"C9orf140|89958",3.885677005242,4.38758593968593,324.556957936348,1.47339330120592e-72,1.02676740129211e-70,"Up"
"GOLM1|51280",2.71431682521233,8.27259476577731,322.828956060837,3.50511036806236e-72,2.39635367549839e-70,"Up"
"UBE2T|29089",3.57058696889229,4.20431463401059,319.791939892415,1.60776023048492e-71,1.07875332342091e-69,"Up"
"TOP2A|7153",4.09053257480656,6.9381252399765,317.519531732562,5.02582552686111e-71,3.29858636124786e-69,"Up"
"FAM83A|84985",6.92082927115192,6.90486204033043,315.594210974206,1.32007313150249e-70,8.47900354109909e-69,"Up"
"TMEM177|80775",1.66509307971429,3.50992839459467,313.074371626569,4.67201259754881e-70,2.92795678379023e-68,"Up"
"ADM2|79924",3.54999230974489,4.13479913786207,312.460110276885,6.35788906508594e-70,3.95701861157711e-68,"Up"
"SRPK1|6732",1.6143473091962,6.50076091928136,310.908728104286,1.38441186068422e-69,8.41321537827929e-68,"Up"
"EFNA4|1945",2.26721082450471,4.406241935978,310.267130309535,1.90999500641027e-69,1.15295986189629e-67,"Up"
"TMEM184A|202915",3.26119569127694,5.68268230425084,303.323083621651,6.22008657874731e-68,3.63321497280939e-66,"Up"
"KIF4A|24137",4.37323820882729,4.30547394952798,302.432058890307,9.72556094399591e-68,5.66247256381233e-66,"Up"
"KIF20A|10112",3.5460786628535,4.285075283346,300.780158333189,2.22741874503336e-67,1.27223673826288e-65,"Up"
"UHRF1|29128",3.63594819085839,3.97370071409999,299.863799323346,3.52732058080303e-67,2.00834729220549e-65,"Up"
"PLEKHN1|84069",3.72905189100959,2.71757651863379,299.797648538152,3.64633853403286e-67,2.06958377989809e-65,"Up"
"E2F8|79733",3.64215097172789,2.93615393917154,297.088441784298,1.41942352120285e-66,7.88282311821238e-65,"Up"
"PPP1R14B|26472",2.1754500380677,6.65706854949486,296.718159949943,1.70917564801354e-66,9.43391781987656e-65,"Up"
"SFXN1|94081",1.6608605011994,5.40129184708344,295.405351360568,3.30229560417618e-66,1.81164539087465e-64,"Up"
"B3GNT3|10331",4.45242227995188,5.53601570700666,294.264749761592,5.85233113548946e-66,3.16253666660028e-64,"Up"
"TUBB3|10381",4.37921330586772,6.76732827248886,294.057716901743,6.49287906107404e-66,3.48779685039659e-64,"Up"
"CDC25C|995",4.32305577436128,2.07261784659777,293.894284977856,7.04767741370557e-66,3.77458544925732e-64,"Up"
"SPAG5|10615",3.41714871160392,5.07312632177833,291.81857491204,1.99668474318637e-65,1.05067530407495e-63,"Up"
"RCC1|1104",2.15844843401792,5.76256416636907,290.987815023089,3.02915574915104e-65,1.58015121723778e-63,"Up"
"RECQL4|9401",3.5160581520406,4.42852992506172,288.813711842505,9.01653271499243e-65,4.62327837991188e-63,"Up"
"PAICS|10606",1.94347317090291,7.02559025609154,287.862781442259,1.45292346412709e-64,7.40785751526267e-63,"Up"
"BUB1B|701",3.85697341699218,3.97038845940565,287.55353129103,1.69678714640352e-64,8.62684822688372e-63,"Up"
"NUF2|83540",4.26792201610547,3.63976686236309,287.321884673455,1.9059108916624e-64,9.66286114708278e-63,"Up"
"DLGAP5|9787",4.19887591783426,4.00752525180736,286.41630973677,3.00210912020492e-64,1.51354937180387e-62,"Up"
"KIF2C|11004",4.05190534354393,4.53747964269336,285.455675615682,4.8612733065083e-64,2.43725338636578e-62,"Up"
"NEK2|4751",3.95469911064228,3.97805058417203,281.623266342526,3.32553762559933e-63,1.6091857534703e-61,"Up"
"CDC6|990",3.6927668486543,4.43621096497277,281.596288073613,3.37086050060005e-63,1.62675564639921e-61,"Up"
"CDC20|991",4.01445822351045,5.10224458812536,281.553820335027,3.44346009407175e-63,1.65736029967736e-61,"Up"
"EZH2|2146",2.80130324899787,4.19334463088775,279.88145671247,7.96945813438933e-63,3.78528289125245e-61,"Up"
"MSTO1|55154",1.63739624253354,5.41461349177444,279.485157772876,9.72275944997429e-63,4.60593399770567e-61,"Up"
"HJURP|55355",4.06935659562179,3.98756703056128,279.175640200755,1.13563651797785e-62,5.33778737317247e-61,"Up"
"STIL|6491",2.70044063146287,3.6507216419383,277.940980775383,2.11007511237698e-62,9.8410195615742e-61,"Up"
"ASPM|259266",3.86125639722253,4.39386024707594,277.752304093946,2.31960988502326e-62,1.07903708285528e-60,"Up"
"RAD54L|8438",3.83817857034193,2.89907249883781,277.274320580421,2.94835051999308e-62,1.36099177839783e-60,"Up"
"PLK1|5347",3.53789702717929,4.68313694930499,277.024864151991,3.34150375334824e-62,1.52685572770082e-60,"Up"
"CDCA8|55143",3.24742561434791,4.33045636714671,276.88309401687,3.58787508273584e-62,1.63117272968008e-60,"Up"
"ORC6L|23594",3.32964554752524,2.89116987575956,276.13160484345,5.23126935663123e-62,2.34290770763864e-60,"Up"
"SPAG4|6676",3.24301551964906,3.44773661747684,275.365706211412,7.68278521635411e-62,3.41543326034422e-60,"Up"
"ERCC6L|54821",3.29696965116914,2.28251820448264,273.231687084741,2.24177670841659e-61,9.77338835995436e-60,"Up"
"KIF14|9928",4.04786881742515,3.22832850149756,273.141811705204,2.34519774891724e-61,1.01996323301704e-59,"Up"
"PAFAH1B3|5050",2.29935618386953,5.32739071336833,270.218953531084,1.01669188142359e-60,4.3691123256701e-59,"Up"
"LGR4|55366",2.75378898902952,6.14026583050158,267.798721698495,3.42511700813166e-60,1.44777369741846e-58,"Up"
"MELK|9833",4.06993290370059,3.91546665635069,267.657514788482,3.67664579636853e-60,1.55046214903401e-58,"Up"
"C16orf88|400506",1.32749659382661,4.2192431370532,267.380295939985,4.22544516089167e-60,1.77774031955557e-58,"Up"
"MYO19|80179",1.75025407427216,5.5193773996009,267.191222256879,4.64602750285073e-60,1.9456183387228e-58,"Up"
"DEPDC1B|55789",3.99493956963648,2.95734936046593,267.162187302602,4.71422233593279e-60,1.9696064569734e-58,"Up"
"PPAT|5471",2.02291247524318,4.34333862246079,267.059336784007,4.96394276152606e-60,2.06438255536368e-58,"Up"
"MND1|84057",3.67006237443,1.52630531269125,267.03812997709,5.01705522965484e-60,2.08167424919633e-58,"Up"
"CENPF|1063",3.56897400099442,5.75735420858742,266.878953521813,5.43428152823776e-60,2.249618057412e-58,"Up"
"DNAH14|127602",2.16414758078344,2.58212091401246,266.437734461347,6.78122706418099e-60,2.80078643664537e-58,"Up"
"SPTBN2|6712",2.67421837365011,5.74088305250305,264.690915043114,1.629457704672e-59,6.66895285977891e-58,"Up"
"ATIC|471",1.29693541676276,6.66280233638206,264.240243605571,2.04301916930664e-59,8.34263642235647e-58,"Up"
"EXO1|9156",4.02155052619207,3.17939359210786,263.905721062226,2.41649622971668e-59,9.84544931154773e-58,"Up"
"ANLN|54443",4.03420437151712,5.54714650037399,263.771900353028,2.58436730798349e-59,1.05056859328365e-57,"Up"
"MEX3A|92312",4.27051263509418,4.96196674385467,263.023760493606,3.76203577378872e-59,1.52244358029401e-57,"Up"
"CDCA3|83461",3.61605867833799,3.27616741919011,262.810570707973,4.18688716316476e-59,1.69058448339957e-57,"Up"
"TROAP|10024",4.27643830947619,3.73540403573886,262.170908167354,5.77188169510184e-59,2.32537260524315e-57,"Up"
"CBLC|23624",3.48548808817765,4.13184960263158,262.107112815458,5.95967882644618e-59,2.39568470241708e-57,"Up"
"KIF26B|55083",3.26679877014299,4.55238124112555,262.040385678205,6.16264773683403e-59,2.47176953338039e-57,"Up"
"SLC25A10|1468",2.25041804864992,5.45108057287261,261.881526791003,6.67411689568715e-59,2.66506937721808e-57,"Up"
"BIRC5|332",4.10101718184781,4.2462647828005,261.46967925478,8.20662457910887e-59,3.2697873516189e-57,"Up"
"NME1|4830",2.28322188986925,6.69512289828088,260.603664431712,1.26745423619122e-58,5.00575087724625e-57,"Up"
"TPX2|22974",3.84142000335833,5.8521839387739,260.536907746084,1.31064033809488e-58,5.16501036294203e-57,"Up"
"CDC45|8318",4.00887213499139,3.30476671519848,259.615839314922,2.08091446869992e-58,8.11197089537038e-57,"Up"
"C1orf112|55732",1.96590844099968,3.31371684504448,258.926778100061,2.94072702255458e-58,1.13899532253407e-56,"Up"
"GINS1|9837",3.15116606031578,3.91888200474415,258.149318770281,4.3443608999426e-58,1.66832701878859e-56,"Up"
"KIF18B|146909",3.99273644723562,3.65070255901035,258.115146485499,4.41951733505156e-58,1.6935853159309e-56,"Up"
"C2orf29|55571",1.17350381562504,6.28538480025503,257.526137991011,5.93975761560562e-58,2.26652611425086e-56,"Up"
"CCNB1|891",3.06245549321288,5.38254939852518,257.358160757846,6.46227032614155e-58,2.45552667613745e-56,"Up"
"CEP55|55165",3.40205177028484,4.49917643011945,255.285322984573,1.82910539666153e-57,6.84927869384729e-56,"Up"
"CTHRC1|115908",3.84591213564244,6.17765882586317,254.852935079352,2.2724578889188e-57,8.47429595807756e-56,"Up"
"EFNA3|1944",3.02358916564833,3.18512526940744,254.809052506788,2.32306803498375e-57,8.64516597183952e-56,"Up"
"ZWINT|11130",2.76464672365053,4.94138947137692,254.437592636948,2.79922470006695e-57,1.03743750742317e-55,"Up"
"C9orf100|84904",2.57029860471432,3.01029156376475,253.295037958085,4.96718235110017e-57,1.83714496424195e-55,"Up"
"C16orf75|116028",2.39356916924815,3.94466614571123,252.66414881395,6.81778452403853e-57,2.50110148118641e-55,"Up"
"OCIAD2|132299",2.24915526947124,6.77842418116555,250.71707974247,1.81180188962075e-56,6.527188084983e-55,"Up"
"PDIA4|9601",1.83307753995001,8.93397474823948,250.698851524798,1.82845627840601e-56,6.57406521293827e-55,"Up"
"GTSE1|51512",3.31993612996107,3.39134855368496,249.895937863638,2.73606356144774e-56,9.77885370704361e-55,"Up"
"KIF11|3832",2.91310468827795,4.73959401664442,249.845591964516,2.8060930262749e-56,1.00093227334458e-54,"Up"
"DEPDC1|55635",4.00828613823127,3.51972813366686,248.249253519526,6.25350446011139e-56,2.21312749020687e-54,"Up"
"CCNB2|9133",3.39736485099166,4.32023403707246,248.243040757058,6.27303830816207e-56,2.21569605526453e-54,"Up"
"SKA3|221150",3.46140617679934,2.81669181667728,247.827767431795,7.7270563842384e-56,2.71333931282333e-54,"Up"
"UBE2C|11065",4.36022980035926,5.21368898824905,247.735831742021,8.09203205175172e-56,2.83598226217605e-54,"Up"
"MDK|4192",3.15849888309028,8.35877881412775,247.556865887728,8.85268922398934e-56,3.09655402720511e-54,"Up"
"KNTC1|9735",2.39101119987656,4.65427216257514,245.208115458004,2.87841553076668e-55,9.82089261149486e-54,"Up"
"PKMYT1|9088",3.33049216271453,3.63854549462856,245.115444683342,3.01549156015762e-55,1.02498318586224e-53,"Up"
"HMMR|3161",3.41360854557098,3.90155926503182,242.920569140172,9.07625708648173e-55,3.05060268443033e-53,"Up"
"HELLS|3070",2.98961300393844,2.72929995727585,242.520933255414,1.10928019981593e-54,3.70081299934892e-53,"Up"
"NFKBIL2|4796",2.56173886573648,4.32251006301679,242.247162620054,1.27272062429173e-54,4.23825360661282e-53,"Up"
"CHAF1B|8208",2.1842523469369,3.48056551649611,242.172848209907,1.32110195903956e-54,4.39126505685177e-53,"Up"
"NDC80|10403",3.62616291327583,3.50403568383887,241.585050616839,1.77459144252387e-54,5.88779429156495e-53,"Up"
"NUSAP1|51203",2.70759474619268,4.89130168433038,241.572842089522,1.78550189623317e-54,5.9131236192867e-53,"Up"
"EPN3|55040",3.28434240040655,4.31350315813593,241.550159387042,1.80595126676291e-54,5.9698927497809e-53,"Up"
"IGSF9|57549",3.48476448227995,4.74114360970236,241.346813151328,2.0000621738e-54,6.59947388938139e-53,"Up"
"KAT2A|2648",1.75020643300863,6.06568194704885,241.104179825588,2.25916157999234e-54,7.42725088475077e-53,"Up"
"STX1A|6804",3.27248303620569,3.95319040160965,240.178014636678,3.59658598521754e-54,1.17812668688188e-52,"Up"
"XRCC2|7516",3.19052199648679,1.91989212768367,239.889089835131,4.15804240646202e-54,1.35957440931581e-52,"Up"
"NCAPH|23397",3.36559448026337,3.83401592916869,239.756166945109,4.44500367756146e-54,1.45077525092779e-52,"Up"
"RRM2|6241",3.33505899989351,5.76264514715703,239.731724676011,4.49988747089451e-54,1.46603734588764e-52,"Up"
"FOXM1|2305",3.61971344618278,5.4808261008895,239.580682894592,4.85440153293395e-54,1.57868636518784e-52,"Up"
"NCAPG|64151",3.39307593991693,4.20249158395535,238.849608357801,7.00720319617025e-54,2.27061060121502e-52,"Up"
"C1orf170|84808",3.14633195337428,1.60444353709584,237.423976794654,1.43352725899862e-53,4.61207370724885e-52,"Up"
"KIAA0101|9768",3.10819545316556,4.06267660748631,236.829072844618,1.93253775051302e-53,6.20647221690561e-52,"Up"
"TTK|7272",3.84959323486466,3.32776854138235,236.071114920193,2.82752708083863e-53,9.00071186632387e-52,"Up"
"MCM10|55388",3.95284157347247,3.1407732973157,234.909830168198,5.06568844469239e-53,1.59034303016965e-51,"Up"
"AURKB|9212",3.80690520558318,3.65702332104393,234.557114384771,6.04718566402942e-53,1.89160578942924e-51,"Up"
"FERMT1|55612",3.38052007624473,4.90632985530466,234.09014267048,7.64511542815108e-53,2.37908083383964e-51,"Up"
"SGOL1|151648",3.58293347305442,1.83979414035631,233.858005695725,8.59024577016076e-53,2.66859459390072e-51,"Up"
"FUT2|2524",3.28845030722483,4.59509890803281,232.918574955594,1.37678810991835e-52,4.2478031787891e-51,"Up"
"NARF|26502",1.32479773043836,6.12931304154936,232.855512651717,1.42108225926078e-52,4.37698185962419e-51,"Up"
"RHBDL2|54933",3.0041116197419,3.3398421323797,232.568266835146,1.64157085348411e-52,5.03889665553311e-51,"Up"
"TMPRSS4|56649",4.97367453879493,6.81795725445719,232.455699144181,1.73703128174817e-52,5.32286546761844e-51,"Up"
"FGF11|2256",3.99521847133728,3.58470534346738,231.605949114002,2.66144224733619e-52,8.1005684860322e-51,"Up"
"CKAP2L|150468",3.45935340879634,3.08368621525811,231.180042719115,3.29608003262615e-52,1.00153111967794e-50,"Up"
"PRC1|9055",2.68618624815468,5.14514604493195,230.421588828366,4.82393503820624e-52,1.46085911920444e-50,"Up"
"PPAP2C|8612",2.47329717382936,6.42722414571143,229.710851112797,6.892889301741e-52,2.06660729247713e-50,"Up"
"FLAD1|80308",1.47507799020273,5.81107821307702,229.332406071505,8.3355562799127e-52,2.49086846516795e-50,"Up"
"FANCI|55215",2.20644681541679,5.03652693982729,229.261631123355,8.63713336154459e-52,2.57672099243832e-50,"Up"
"DONSON|29980",1.77086077970338,3.79008403903219,229.119392762214,9.27662297337797e-52,2.75838168116143e-50,"Up"
"RASAL1|8437",4.49522230855726,3.20525678525898,228.704697316051,1.14243078193134e-51,3.38028412837356e-50,"Up"
"COL10A1|1300",4.68338833141875,5.88285187029356,228.107921036619,1.54163199594146e-51,4.53913799261784e-50,"Up"
"HMGB3|3149",3.58411337566193,8.21145675151497,227.737465608203,1.85683793392928e-51,5.44944192999829e-50,"Up"
"GPT2|84706",3.51728602791217,6.19681046293303,227.675478097114,1.91554792366654e-51,5.60352098448256e-50,"Up"
"ESPL1|9700",3.62161595205859,3.82951885206398,227.482862582712,2.11009085254854e-51,6.1626261808493e-50,"Up"
"CENPA|1058",3.85417443829102,2.68418687411467,227.308161580984,2.30357516030991e-51,6.7168381370652e-50,"Up"
"PSAT1|29968",3.68414815781107,4.90350529875856,227.30006307077,2.31296268310125e-51,6.73333281730555e-50,"Up"
"CSTF2|1478",1.16906935009348,4.45986734784437,227.105811176662,2.54996338254895e-51,7.4113186943037e-50,"Up"
"LOC100131726|100131726",5.9225986068454,0.811404013406404,227.0891988392,2.57132525163484e-51,7.4613905895108e-50,"Up"
"CDCA5|113130",3.11280216078947,4.56433157336815,226.581280107701,3.31842645140068e-51,9.55251659032391e-50,"Up"
"LOC84740|84740",6.40704709851055,6.25889018871934,226.51998021749,3.42216973740095e-51,9.81983173137515e-50,"Up"
"EME1|146956",2.97786908957736,2.03665589652841,225.898080492824,4.67667486699788e-51,1.33559026383615e-49,"Up"
"EIF2AK1|27102",1.04866451152144,8.01678933026527,225.687156704832,5.19923905140777e-51,1.48248128971341e-49,"Up"
"KIF15|56992",3.38413639495929,2.90891655985869,225.592739990597,5.451703021805e-51,1.55201558108136e-49,"Up"
"EPHA10|284656",3.77490742711071,3.44713810715537,224.861194608001,7.87198804195648e-51,2.23398604039737e-49,"Up"
"CDT1|81620",2.96696181077099,4.06093199405222,224.773724412014,8.2254958568645e-51,2.33064324522052e-49,"Up"
"FAM136A|84908",1.21772429300044,5.64022165389491,224.60287470572,8.96242032444809e-51,2.53546590025021e-49,"Up"
"TRAP1|10131",1.24184953177741,6.55074540522745,224.337036646851,1.02425061364165e-50,2.8930671871077e-49,"Up"
"CCNF|899",2.11708733042272,4.25562723509521,223.464268459556,1.58768551877095e-50,4.47752123879639e-49,"Up"
"TRAIP|10293",2.18422768691815,2.232265361608,222.877815192315,2.13145816903734e-50,5.99231907989953e-49,"Up"
"CCT3|7203",1.40402157712111,8.41866722153999,222.832598085175,2.18041547676757e-50,6.12042285228271e-49,"Up"
"C17orf53|78995",3.0039059026486,2.65103712322643,222.329017132448,2.80787286535825e-50,7.8450924685528e-49,"Up"
"MKI67|4288",3.16504548627133,6.34055642070911,221.992522739257,3.32485165666356e-50,9.26084067146923e-49,"Up"
"GINS2|51659",3.06211644021429,3.5801048389407,221.946085870612,3.4033055263597e-50,9.45019406850248e-49,"Up"
"FRMD5|84978",4.0653526412828,1.83981128789607,221.68677663811,3.87668786937861e-50,1.07316471402476e-48,"Up"
"POLQ|10721",3.50553126628574,2.53054475882723,221.377824179,4.527403185877e-50,1.2513797871653e-48,"Up"
"ASF1B|55723",2.47785770470514,4.32656128704294,221.178779108381,5.0033958301521e-50,1.37662029479291e-48,"Up"
"GPRIN1|114787",2.76516012497434,3.48027962509031,221.064618402767,5.29865522385577e-50,1.45342595950414e-48,"Up"
"PHKA1|5255",1.79209630888595,4.65632425879819,220.729093707024,6.27120260709189e-50,1.71498387659699e-48,"Up"
"KDELR3|11015",2.28098894749434,5.76418809855008,219.251723029705,1.3170525841616e-49,3.56919343683583e-48,"Up"
"EPCAM|4072",1.6819902036988,8.93754237735844,218.68370184363,1.75188508752473e-49,4.71936924548266e-48,"Up"
"CRABP2|1382",5.69611311273216,7.55735322666518,218.568905197553,1.85586504018487e-49,4.99202803432142e-48,"Up"
"C1orf74|148304",1.3502587134132,2.23615070710791,218.519402191218,1.90258723448442e-49,5.11008883857281e-48,"Up"
"CDCA2|157313",3.26502104556569,2.56651762921377,218.408261971607,2.01181412041841e-49,5.38742330258634e-48,"Up"
"SAMD10|140700",1.85122148875702,3.62548941332217,218.326220686145,2.09644630268279e-49,5.60574212105506e-48,"Up"
"TK1|7083",2.76933329487574,5.92661142521444,218.155088829771,2.28461646383562e-49,6.08186468374175e-48,"Up"
"ARHGEF16|27237",1.81594696187821,5.16989988195579,217.583580149914,3.04424314758873e-49,8.092127330019e-48,"Up"
"SERINC2|347735",2.11858445759021,7.62421250740445,217.171378340075,3.74451766740722e-49,9.90979463035673e-48,"Up"
"ORC1L|4998",3.18479167779651,2.84936360875234,216.566358993035,5.07428084246106e-49,1.33701744416905e-47,"Up"
"UNC5CL|222643",3.32172635582905,4.05945262073631,216.414512039549,5.47644309255873e-49,1.44087932037307e-47,"Up"
"EPR1|8475",3.54119886219674,4.45338283294227,215.62598139301,8.13788042946706e-49,2.12562378974603e-47,"Up"
"OTX1|5013",3.46274599871924,1.77990670831958,215.546509756225,8.46930303217687e-49,2.20899494837804e-47,"Up"
"MYO7A|4647",2.2284079311627,3.9814618286398,215.459549396316,8.84744157348061e-49,2.30097223284945e-47,"Up"
"CCNA2|890",3.0181472184775,4.4359754391013,215.261563128517,9.77254528713467e-49,2.53426249838353e-47,"Up"
"MYBL2|4605",4.05362864063389,5.723978952487,214.746930779914,1.26553372228711e-48,3.26308830765144e-47,"Up"
"CELSR3|1951",3.63659067799312,4.06042612505846,214.481915082955,1.44572885929045e-48,3.72239089605327e-47,"Up"
"TNFRSF21|27242",2.02816909331518,7.70702494991266,214.143845113134,1.71331504359647e-48,4.39256011674327e-47,"Up"
"DBNDD1|79007",2.06307641394247,5.09395563413272,213.750537452476,2.08755749107468e-48,5.34444328459673e-47,"Up"
"KIFC1|3833",2.90394190741565,4.64991383682486,213.016323194848,3.0186403034558e-48,7.70628554979827e-47,"Up"
"MARCKSL1|65108",1.97187672394843,7.71427595344308,212.709460248259,3.52172932212432e-48,8.97792267443812e-47,"Up"
"PVRL4|81607",2.40051576866201,6.09005403473814,212.468100265079,3.97567519825595e-48,1.01066143173693e-46,"Up"
"PTPRH|5794",5.62286900648901,3.9790180613812,212.068985266467,4.85827558194089e-48,1.23155921318049e-46,"Up"
"DNA2|1763",2.49664520307337,2.93775941901892,212.065071986616,4.8678352828267e-48,1.23225187965973e-46,"Up"
"POLG2|11232",1.19910333695132,2.74671760749762,211.766825457718,5.65460243168875e-48,1.42941063430743e-46,"Up"
"SLC35F2|54733",1.93179641922303,5.47905929549589,210.288624610443,1.18821846804193e-47,2.98277540051305e-46,"Up"
"BRIP1|83990",2.9730334295206,2.1814330536583,210.031558745967,1.3520121183642e-47,3.38923148949381e-46,"Up"
"POLE2|5427",3.19686961986239,2.18885155620659,209.168276768873,2.08605576975274e-47,5.2004448326336e-46,"Up"
"BUB1|699",3.01695546712678,4.53348506633389,209.019525236702,2.24791526751362e-47,5.58851551836823e-46,"Up"
"PVT1|5820",2.6978689978641,2.72801116751597,208.525772416316,2.88075120935286e-47,7.112815126896e-46,"Up"
"MANF|7873",1.44347974607222,6.49549044376535,208.460257108983,2.97714382954462e-47,7.34077445074466e-46,"Up"
"PLEK2|26499",2.85060703321437,4.2575393049865,208.090679144154,3.58454765302606e-47,8.81437337731162e-46,"Up"
"KIF23|9493",2.96685122643649,4.18479539410419,207.448346812667,4.94971353145405e-47,1.21382309142954e-45,"Up"
"E2F3|1871",1.42740519949783,4.93513939874994,207.258818713514,5.44417627175242e-47,1.3296608596598e-45,"Up"
"C1orf131|128061",1.0279049561778,3.77580198875318,206.611454694852,7.53665071091832e-47,1.83574910501167e-45,"Up"
"FER1L4|80307",4.88845907511692,3.99541739438212,206.376250767197,8.48198052766099e-47,2.05642330782036e-45,"Up"
"SPC25|57405",3.04887818117866,2.25515959492114,205.848397827773,1.10578303922857e-46,2.67179090696607e-45,"Up"
"BLM|641",2.44313400182249,3.05650792287673,205.465413251646,1.34040028241599e-46,3.2257179596435e-45,"Up"
"SLC2A1|6513",3.5752436839941,7.52258180552614,205.263282317872,1.48367364094653e-46,3.56575573175018e-45,"Up"
"GREM1|26585",5.04550238117184,5.97023836755608,204.40274598646,2.28615170113888e-46,5.4652651726961e-45,"Up"
"MSL3L2|151507",2.69376705640726,3.3273963429493,204.391110858895,2.29955511985399e-46,5.49003576167257e-45,"Up"
"ABCA12|26154",6.29338679080539,3.58054968789396,204.321214715215,2.38174433060206e-46,5.67874549841963e-45,"Up"
"PBK|55872",3.71060669158328,3.3428700720737,204.302430782171,2.40432843415209e-46,5.72502953931543e-45,"Up"
"TRAF4|9618",1.37546622959293,6.79933359016356,203.879688187391,2.97328584798156e-46,7.05188387256494e-45,"Up"
"SC65|10609",2.15101792354882,5.31862979542552,203.360506918514,3.85943567444909e-46,9.11766420001722e-45,"Up"
"FAM111B|374393",2.81070678763524,3.61497223335205,203.320356315632,3.93808299508705e-46,9.29130195795114e-45,"Up"
"GGCT|79017",1.72753721512317,6.16271631589749,202.21836046587,6.85092161149283e-46,1.60587382033551e-44,"Up"
"FANCD2|2177",1.7888356179059,3.8700686282105,202.117957054182,7.20540046590274e-46,1.68677396898935e-44,"Up"
"CENPI|2491",3.56709920974122,1.56220471640588,202.062021796957,7.4107784904835e-46,1.73260545304063e-44,"Up"
"ZYG11A|440590",5.66294807675141,1.51534239907854,201.532148144606,9.67139448660415e-46,2.25820179933659e-44,"Up"
"C15orf42|90381",3.10456938782286,2.46726630651224,200.930233534841,1.30868889355478e-45,3.04388219584668e-44,"Up"
"MCM4|4173",2.27872330423701,6.13835530709698,200.050606704358,2.0360497657627e-45,4.70533447147899e-44,"Up"
"FANCA|2175",2.0553787741552,4.26739379614688,199.93858170739,2.1539457153365e-45,4.97142790487321e-44,"Up"
"CBX8|57332",1.50146166627182,3.39801785280729,199.840372430493,2.26290474946766e-45,5.21624110129525e-44,"Up"
"SLC25A39|51629",1.28100853272798,7.49490478943748,199.672831644526,2.46165757340281e-45,5.66715019672796e-44,"Up"
"GJB2|2706",4.66527870657446,5.30743883767686,199.472469153852,2.72239837853379e-45,6.25147179823872e-44,"Up"
"SKA1|220134",3.22824439608286,2.58151971921701,199.318172384182,2.94186801308931e-45,6.73829641729048e-44,"Up"
"TFAP4|7023",1.31527481341814,3.83397017142956,199.255197270513,3.03644908645246e-45,6.9461178151306e-44,"Up"
"SFXN4|119559",1.46369552375422,4.60310047738698,199.127532247853,3.23762034621249e-45,7.38758655231217e-44,"Up"
"ECE2|9718",2.16787058719263,3.73166264118273,199.088674079997,3.30145838924085e-45,7.52374021053134e-44,"Up"
"SOX4|6659",1.71192443871548,7.854547028181,198.502711347182,4.43179630471251e-45,1.00615712583341e-43,"Up"
"CCNE1|898",3.54582791530895,3.1536934073054,198.180445813031,5.21084568974012e-45,1.1800571374419e-43,"Up"
"B4GALT2|8704",1.28186790190926,5.96121486318081,197.735673224044,6.51587029974224e-45,1.46822650486951e-43,"Up"
"HIST1H2BD|3017",2.54779062642378,4.33436071223995,197.645362682215,6.81838210733382e-45,1.53447604308314e-43,"Up"
"CENPE|1062",2.96466058144475,3.55294407845706,197.393547244753,7.73813794096036e-45,1.73929827766368e-43,"Up"
"GMPPA|29926",1.06417421174452,5.61132836442872,197.295303178351,8.12974509933248e-45,1.82504688181408e-43,"Up"
"NEIL3|55247",4.64750950073307,2.18948146305454,197.280792297639,8.18924266176594e-45,1.83384169729793e-43,"Up"
"AURKA|6790",2.77505730928273,4.60272169369918,197.196276263331,8.54453219107878e-45,1.9063073117031e-43,"Up"
"ESCO2|157570",2.81932934394356,2.30792974514108,196.677625757143,1.10886334514419e-44,2.46780203656073e-43,"Up"
"C1QTNF6|114904",2.36526212152291,4.99830999567841,196.654147109825,1.12202366703857e-44,2.49401541457871e-43,"Up"
"HS6ST2|90161",3.75736184968513,5.51905696461478,196.535620780108,1.19088356357964e-44,2.64382010320404e-43,"Up"
"RAB26|25837",4.11114217793902,1.74823315025043,196.092021677295,1.48826895219983e-44,3.29592224763862e-43,"Up"
"AGMAT|79814",3.07136276947194,1.55346308102182,196.066211337201,1.50769802202834e-44,3.33485803916539e-43,"Up"
"RAG1AP1|55974",1.86269594110187,6.76443946797404,195.580729961591,1.92428010811666e-44,4.24588406740803e-43,"Up"
"TMEM182|130827",1.58311858310416,3.0104051691971,195.519473184462,1.98443726636432e-44,4.37327328700971e-43,"Up"
"LOC399815|399815",3.52607684177162,-0.125308909602838,194.998402590949,2.57845828242105e-44,5.66852540065987e-43,"Up"
"ECT2|1894",2.2635451875474,5.72554802871286,194.150663754387,3.94803379711289e-44,8.63734084898066e-43,"Up"
"TIMELESS|8914",1.80715047858198,5.53450500079276,193.746555101893,4.83704175261126e-44,1.05566827802758e-42,"Up"
